ACTION,RESOURCE,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE
1,7678,118327,118929,118784,126514,290919,118786
1,40230,118327,4674,118784,174486,290919,118786
1,5349,118413,118481,120690,120691,290919,120692
1,39384,118225,120050,118321,117906,290919,118322
1,42608,118300,119181,118451,130134,118453,118454
1,75078,118386,119214,118784,121556,290919,118786
1,16933,118225,120323,120591,127477,119095,120593
1,4675,118343,118979,118777,279443,308574,118779
1,79092,118343,128113,118826,257115,118424,118828
1,14725,118343,118344,120812,120812,118638,120814
1,80746,118446,119064,118321,117906,290919,118322
1,15368,118343,119598,118321,240983,290919,118322
1,79422,118386,123656,118321,117906,290919,118322
1,43276,118225,118403,119849,310589,118638,119851
1,15064,120846,121694,122022,298203,119221,122024
1,20364,118026,119362,119363,307210,118667,119365
1,4675,118327,118929,124810,131310,249618,124812
1,37138,118343,118911,118826,236735,118424,118828
1,79804,118026,119507,117905,117906,290919,117908
1,36992,118413,240766,117905,172635,290919,117908
1,70452,118954,117884,118568,281735,19721,118570
1,73815,118386,118896,120773,310589,118960,120774
1,6042,118413,120370,118777,279443,308574,118779
1,74001,118091,119424,179731,138273,117887,117973
1,40000,118413,120526,117905,240983,290919,117908
0,74606,118080,117878,117879,118177,19721,117880
1,14354,118300,119019,119849,311057,118638,119851
1,81360,118386,119954,119962,168365,118205,119964
1,312129,118386,120361,118321,117906,290919,118322
1,31441,118300,119984,118396,300044,118398,118399
1,37119,118574,118556,280788,127423,292795,119082
1,25569,118343,6104,118784,147114,290919,118786
1,20279,118011,117941,117885,117913,117887,117888
1,27122,120141,118492,119949,125738,290919,119951
1,79440,121006,117945,280788,155276,292795,119082
1,153,117903,121639,117905,117906,290919,117908
1,80519,118052,120356,123737,305057,118960,123738
1,27411,118026,118317,118784,120474,290919,118786
1,41470,118164,117878,118811,310825,19793,118813
1,37807,118124,117884,117885,117913,117887,117888
1,35498,118580,118360,120632,120633,118131,120634
1,74411,118327,118933,118784,130086,290919,118786
1,79973,118343,118833,119928,310608,118331,119929
0,75901,118225,118403,118259,117906,290919,118261
1,38124,117940,117941,117879,281735,19721,117880
0,20897,118413,125133,118636,310589,118638,118639
1,28633,118300,118783,118321,117906,290919,118322
1,20279,118150,118599,179731,141487,117887,117973
1,86126,118300,119181,118641,153273,118643,118644
1,18072,119070,119781,118563,171750,270488,118565
1,15064,118300,120059,118054,118054,117887,118055
1,13878,117954,117895,118568,281735,19721,118570
1,102156,118225,118403,118321,117906,290919,118322
1,17292,118300,127849,118826,236735,118424,118828
1,20272,117911,119791,179731,119035,117887,117973
1,14725,117954,117895,118194,118195,117887,118196
1,80416,118300,120059,118636,133779,118638,118639
1,31661,118991,118992,118321,117906,290919,118322
1,96500,117962,118352,117905,240983,290919,117908
1,74155,118343,124725,118321,117906,290919,118322
1,35330,117962,122215,119849,128470,118638,119851
1,14914,118225,120054,119928,132654,118331,119929
1,35188,118343,120291,118293,118302,118295,118296
1,4675,118343,119987,118321,117906,290919,118322
1,80523,118300,125872,118422,249904,118424,118425
1,80799,118343,118514,118784,165715,290919,118786
1,25729,118343,118292,119928,134544,118331,119929
1,15369,119070,118754,118805,130913,118474,118807
1,34924,118327,118933,118321,240983,290919,118322
1,1003,118225,120551,122551,295130,118762,122552
1,45764,118052,122938,117905,117906,290919,117908
1,79092,118225,120535,118890,311441,118398,118892
1,75303,118225,118403,118321,117906,290919,118322
1,35531,118446,118447,118784,117906,290919,118786
1,16008,118327,126310,118641,306399,118643,118644
1,80650,118026,119507,123045,123107,120518,123047
1,31641,118413,120370,118321,240983,290919,118322
1,1020,118213,123201,117905,123202,290919,117908
1,4675,118225,120663,138019,153236,120518,138021
1,45229,118026,118202,117905,117906,290919,117908
1,312089,118300,118395,118890,125128,118398,118892
1,18913,117930,119569,117879,117886,19721,117880
1,4675,119921,119922,117905,129950,290919,117908
1,73110,117903,120171,120990,152438,118398,120992
1,1529,118225,123173,118054,120514,117887,118055
1,35021,118327,119995,124775,160103,122032,124777
1,3853,118343,120291,120497,234773,118424,120499
0,45300,118300,118833,118054,118443,117887,118055
1,79543,118386,118404,118784,121556,290919,118786
1,35376,118316,120361,118321,264516,290919,118322
1,20364,118300,118631,118422,126423,118424,118425
1,972,118052,118395,120647,311441,118398,120649
1,44909,118225,120323,120591,120324,119095,120593
1,35270,118300,118437,119962,168365,118205,119964
1,1969,130685,118378,121372,300603,119184,121374
1,113091,118300,19772,138019,187788,120518,138021
1,80777,118327,118507,179731,118054,117887,117973
1,80210,118300,120312,124194,124195,118363,124196
1,27124,118327,118378,120952,120953,118453,120954
0,33642,118603,118008,118568,118568,19721,118570
1,38849,119597,127849,118293,118294,118295,118296
1,44357,118052,120539,117905,117906,290919,117908
1,6977,117962,118352,118784,117906,290919,118786
1,97536,118052,120356,123737,305057,118960,123738
1,18275,118343,120722,118321,117906,290919,118322
1,5467,118300,120722,118784,117906,290919,118786
1,42085,118052,122392,118207,174445,270488,118209
1,17308,118386,125016,307024,155696,118331,118332
1,35498,118300,118783,118321,117906,290919,118322
1,44912,118300,119181,118841,118842,118643,118843
1,78422,118052,119986,118321,117906,290919,118322
1,75057,117944,117945,117946,125533,292795,117948
1,27785,118225,120323,119093,120324,119095,119096
1,80738,120865,118437,120313,230838,118424,120315
1,39333,118386,118501,118502,130777,118504,118505
1,16985,118343,120722,118321,240983,290919,118322
1,932,118343,120722,124435,118362,118363,124436
1,112631,118446,120317,118321,117906,290919,118322
1,32270,118300,127284,118826,236735,118424,118828
1,28294,118052,120677,122067,127906,118424,122069
1,36505,118225,118403,117905,117906,290919,117908
1,20807,118327,20807,119786,133691,119788,119789
1,42228,118327,118744,118784,147114,290919,118786
1,38119,118220,117920,117885,117886,117887,117888
1,74310,118888,127284,118912,309291,118424,118914
1,79092,118170,125857,117946,125858,292795,117948
1,38816,118343,120722,118784,117906,290919,118786
1,78176,117962,119223,118259,125889,290919,118261
1,32642,119281,118171,120812,185784,118638,120814
0,31183,119256,120943,126684,126684,292795,126685
1,189629,117962,118501,118502,118503,118504,118505
1,23961,118888,19666,118396,310907,118398,118399
1,42668,120865,120551,118777,191629,308574,118779
1,33151,118052,120677,122067,300136,118424,122069
1,15714,119256,119257,117946,118806,292795,117948
1,37709,117927,117884,117885,117913,117887,117888
1,23921,118343,118833,118054,137362,117887,118055
1,4675,118343,119598,118321,240983,290919,118322
1,4675,118300,28618,118784,124402,290919,118786
1,35376,118463,123089,118784,130219,290919,118786
1,75245,117877,117878,117879,153679,19721,117880
0,32270,118343,118856,118784,121926,290919,118786
1,80494,117969,118970,118396,233714,118398,118399
1,80199,118225,118403,118784,118785,290919,118786
1,75078,118052,120096,118321,117906,290919,118322
1,117777,117962,118840,118841,118842,118643,118843
1,42873,118343,127491,307024,294485,118331,118332
1,25241,118327,122109,118636,246819,118638,118639
1,16472,117903,118957,118958,118959,118960,118961
1,19945,118225,120663,117905,240983,290919,117908
1,73887,118300,119195,118321,117906,290919,118322
1,31661,118052,118992,307024,311622,118331,118332
1,33232,118343,119993,118321,117906,290919,118322
1,74754,118052,118053,118054,118054,117887,118055
1,74236,117962,118450,118451,148334,118453,118454
1,34628,118327,126310,118641,123881,118643,118644
1,59760,118291,118631,118826,311635,118424,118828
1,31919,118026,124942,117905,117906,290919,117908
1,35929,118300,118066,120988,134839,118643,120989
1,31825,118343,119598,118980,133686,118295,118982
1,3853,121013,124133,124134,225335,124136,124137
1,28294,117969,126574,120647,160007,118398,120649
1,26834,118413,122007,120690,301430,290919,120692
1,20284,117976,117884,117885,117913,117887,117888
1,73107,118026,118746,118747,126309,118453,118749
1,33411,119091,118535,118451,130134,118453,118454
1,4673,118446,118447,121594,170665,4673,121596
1,37624,118225,118616,118054,118054,117887,118055
1,37352,119921,137107,117905,117906,290919,117908
1,79092,117962,118791,122022,131419,119221,122024
1,32270,118343,118437,118523,311622,118331,118525
1,36429,119281,118623,259173,154357,292795,118943
1,75834,118225,120050,122860,257510,3130,122862
0,75078,119091,123125,118318,311618,118205,118319
1,5371,118446,119961,132671,118260,290919,132673
1,73536,118446,119961,118278,287351,290919,118279
1,74213,118386,121668,122551,140840,118762,122552
1,33146,118052,120671,120357,120065,118424,120359
1,76446,118300,119181,117905,240983,290919,117908
1,4675,118225,120551,118321,117906,290919,118322
1,33248,118300,118301,120006,259215,118424,120008
1,40997,118225,119924,118321,117906,290919,118322
1,42388,118386,128823,118321,117906,290919,118322
1,28568,119403,117895,117879,117897,19721,117880
1,4675,117962,119223,118685,127897,308574,118687
1,931,118300,120312,118792,120314,118424,118794
1,39262,118316,120361,117905,175154,290919,117908
1,30583,118574,118623,118995,144259,292795,118997
1,30839,118343,118395,120647,311441,118398,120649
1,95940,118213,126955,119962,311618,118205,119964
1,41314,119281,118623,126684,193644,292795,126685
1,80310,118102,117878,127700,240782,19721,127702
1,36701,118102,117878,118568,292195,19721,118570
1,42085,118300,120026,118834,223125,118424,118836
1,33248,118343,119598,120344,303717,118424,120346
1,27777,118291,118360,121246,295877,118131,121248
1,3130,118386,121883,118318,168365,118205,118319
1,6878,118004,117878,117899,117879,19721,117900
1,27306,117962,119223,125793,146749,118643,125795
1,45790,118327,118320,118784,121873,290919,118786
1,99031,118343,118833,118321,290878,290919,118322
1,115951,117981,117941,118568,281735,19721,118570
1,76467,117962,119223,127723,305057,118643,127725
1,80494,117969,118970,118890,311441,118398,118892
1,74734,117962,118791,307024,306404,118331,118332
1,40384,118327,121979,118321,149217,290919,118322
1,37631,118343,123494,117905,240983,290919,117908
1,25098,117962,118501,120702,126111,118504,120704
1,312039,118888,127284,118912,309291,118424,118914
1,114263,118343,120347,307024,132719,118331,118332
1,1020,119091,118514,117905,117906,290919,117908
1,39262,118052,120096,118784,121873,290919,118786
1,33054,117877,117878,117879,117879,19721,117880
1,38723,117962,118501,118784,124402,290919,118786
1,45610,118007,118008,118568,292195,19721,118570
1,27689,119597,119837,120344,237832,118424,120346
1,5729,118300,123719,118321,240983,290919,118322
1,15672,118300,118783,118321,117906,290919,118322
1,32642,118257,118623,117946,119722,292795,117948
1,42093,118300,118458,120006,311622,118424,120008
1,100037,117903,118783,117905,118036,290919,117908
1,45610,118007,118008,117879,117897,19721,117880
1,972,118343,118833,119928,310608,118331,119929
1,39879,119281,118623,126684,130913,292795,126685
1,32270,118291,124668,118728,303050,118295,118730
0,113912,118052,118391,120773,118959,118960,120774
1,25993,118446,125872,124305,120579,118762,124307
1,16387,118343,119993,117905,117906,290919,117908
1,43452,122974,122870,120097,281292,270488,120099
1,43425,118225,118320,120690,120691,290919,120692
1,21307,118225,120663,118321,117906,290919,118322
1,19741,118343,118514,118685,122058,308574,118687
0,22402,118386,118746,117905,240983,290919,117908
0,79285,118343,6104,118321,117906,290919,118322
1,6878,118446,120317,117905,117906,290919,117908
1,5349,118413,118481,118321,117906,290919,118322
1,17249,118343,118979,119433,133686,118424,119435
1,16176,118225,122273,117905,240983,290919,117908
1,42508,119091,118535,117905,117906,290919,117908
1,33054,118300,147589,118912,309291,118424,118914
1,18381,117962,122215,121594,302830,4673,121596
1,32270,118225,124449,120313,230838,118424,120315
1,42880,118413,119968,118321,117906,290919,118322
1,2651,118291,118631,118826,311635,118424,118828
1,27124,118327,120318,117905,117906,290919,117908
1,74728,119091,120297,117905,117906,290919,117908
1,45019,118327,126310,118641,306399,118643,118644
1,79363,118343,120722,118321,117906,290919,118322
1,34327,118300,121305,118784,124402,290919,118786
0,81267,118888,120211,117985,128869,19793,117987
1,41378,118052,122392,118054,118054,117887,118055
1,81364,118343,119796,117905,117906,290919,117908
1,78563,118343,118660,118826,158101,118424,118828
1,42085,118327,118507,179731,131099,117887,117973
0,17292,120811,121014,119219,209654,119221,119222
1,3853,118343,118514,307024,294485,118331,118332
1,80485,117962,118352,118784,117906,290919,118786
1,41289,118026,118202,118321,117906,290919,118322
1,3853,118386,123072,121414,130802,118704,121416
1,26437,118213,118128,124246,124246,19721,124247
1,45567,119091,118514,117905,117906,290919,117908
1,23964,118343,119598,124576,124577,118424,124578
1,391,118124,117884,117879,117886,19721,117880
1,34832,123999,118552,118054,311261,117887,118055
1,25536,118300,119181,149228,149229,118643,149230
1,80774,118225,120551,118321,118448,290919,118322
1,23497,117877,117878,117879,117879,19721,117880
1,23166,118041,118783,118028,118368,117887,118030
0,18378,118225,120663,118784,147114,290919,118786
1,78103,117960,117884,118568,209444,19721,118570
1,13878,118220,118008,117879,117897,19721,117880
1,6666,118413,119968,118784,117906,290919,118786
1,42093,118343,122012,118321,117906,290919,118322
1,45979,117962,119223,119962,168365,118205,119964
1,37639,118107,117884,117885,117913,117887,117888
1,6977,117962,118352,117905,117906,290919,117908
1,15716,118257,118623,118995,286106,292795,118997
1,27297,118343,149210,118702,120065,118704,118705
1,34924,118327,118391,120172,230830,290919,120173
1,25231,118327,118507,121527,147955,118398,121529
1,6094,118413,122007,118451,130134,118453,118454
1,39331,118386,118692,118321,117906,290919,118322
1,100886,118343,123125,118278,132715,290919,118279
1,73815,118463,122636,119172,126160,118467,119174
1,25552,117969,6725,123684,123685,6725,123686
1,80641,118052,123144,118890,125128,118398,118892
1,20283,118343,121747,118784,130735,290919,118786
1,40867,118026,118229,273308,120072,249618,118232
1,31441,118300,119890,120497,258776,118424,120499
1,78845,118413,119968,118784,117906,290919,118786
1,30858,118343,120666,118777,279443,308574,118779
1,42031,118463,118522,129561,129562,3130,129563
1,31613,118327,120383,120690,120691,290919,120692
1,80773,118225,120551,118321,118448,290919,118322
1,31441,118343,119598,118422,300136,118424,118425
1,75078,118386,118522,118318,168365,118205,118319
1,42085,118596,81476,120344,138524,118424,120346
1,25993,118300,121951,117905,117906,290919,117908
1,45974,119070,118754,280788,280788,292795,119082
1,83250,118343,120722,117905,117906,290919,117908
1,104698,118291,119837,120344,142386,118424,120346
1,4675,118300,125178,118054,118054,117887,118055
1,45481,118052,120356,122067,127906,118424,122069
1,4675,118343,118437,118777,279443,308574,118779
1,15927,118343,124725,118784,117906,290919,118786
1,34748,117903,120171,120990,137612,118398,120992
1,39488,118225,118403,118784,118785,290919,118786
1,37709,117990,117884,117885,117913,117887,117888
1,45143,118052,122392,120097,174445,270488,120099
1,27264,117962,118910,118321,240983,290919,118322
1,15679,118327,118529,117905,117906,290919,117908
1,22282,117936,117878,117885,117937,117887,117888
1,35819,118220,117884,117879,267952,19721,117880
1,977,122974,122870,120097,159929,270488,120099
1,25749,118170,118171,130479,146424,119784,130481
1,34714,118327,119830,118321,117906,290919,118322
0,43955,118386,118746,121594,126485,4673,121596
1,27295,118300,118458,119928,310608,118331,119929
1,74883,118041,118042,118043,118044,270488,118046
1,23567,118225,118616,118321,240983,290919,118322
1,79092,118413,120584,118958,118959,118960,118961
1,4675,118386,121883,118784,118785,290919,118786
1,43368,118225,275600,119093,120324,119095,119096
1,84666,118300,118514,117905,117906,290919,117908
1,23986,118343,118979,120344,129564,118424,120346
1,22282,117936,117878,117899,117899,19721,117900
0,114477,118300,125872,120344,311360,118424,120346
1,38237,117891,117878,117879,117879,19721,117880
1,35792,118327,128935,118396,235280,118398,118399
1,15716,118574,117945,117946,144259,292795,117948
1,23489,118300,118458,118523,129545,118331,118525
1,36976,118327,118492,120097,126339,270488,120099
1,29304,117976,117884,117879,117886,19721,117880
1,35376,118463,123656,118321,117906,290919,118322
1,79543,118386,118404,118321,117906,290919,118322
1,75078,118026,118229,273308,118029,249618,118232
1,37151,117962,118352,118321,117906,290919,118322
1,20279,118011,117884,117885,117913,117887,117888
1,25993,118080,117878,117879,121386,19721,117880
1,34924,118327,120383,117905,117906,290919,117908
1,33151,118888,118889,118890,126250,118398,118892
1,74540,118343,119993,118321,117906,290919,118322
1,78816,118327,118391,120172,230830,290919,120173
1,41431,117954,122672,118685,223708,308574,118687
1,43876,118080,117878,117879,304519,19721,117880
1,42093,118300,125872,118422,249904,118424,118425
1,31922,117976,118246,179731,118247,117887,117973
1,75834,118300,118514,118321,117906,290919,118322
1,41385,118343,118856,118784,121926,290919,118786
1,4675,118300,118437,118054,118054,117887,118055
1,22429,118413,122007,120690,127922,290919,120692
1,39445,117954,117895,118568,281735,19721,118570
1,27010,118300,118597,118834,127160,118424,118836
1,34817,118178,118320,118784,117906,290919,118786
1,19720,121786,120299,121122,121788,118612,121124
1,43876,118359,29113,118054,117886,117887,118055
1,64721,117954,117895,117885,117955,117887,117888
1,81401,118413,120526,117905,240983,290919,117908
1,80882,118052,118821,117905,117906,290919,117908
1,34613,118300,120059,118636,124718,118638,118639
1,86219,118300,119181,118321,117906,290919,118322
1,4675,118386,123656,118321,117906,290919,118322
1,42085,118726,119076,118834,140820,118424,118836
1,89861,118343,119598,118321,240983,290919,118322
1,34924,118327,118929,122551,128532,118762,122552
1,6104,119091,118535,119962,168365,118205,119964
1,75078,138799,120539,118321,117906,290919,118322
1,30629,117903,120428,117905,117906,290919,117908
1,25751,118170,118171,118172,118173,249618,118175
1,80562,118300,118437,118321,117906,290919,118322
1,32270,118343,123125,307024,311622,118331,118332
1,38719,118080,117878,117879,304519,19721,117880
1,26417,118225,120551,128230,302830,4673,128231
1,13878,117976,117884,117879,117886,19721,117880
1,13878,117933,117878,117899,121756,19721,117900
1,52717,118327,118391,117905,117906,290919,117908
1,40000,118225,118403,118321,117906,290919,118322
1,23096,118300,120722,118321,117906,290919,118322
1,98552,118343,122012,117905,240983,290919,117908
1,45481,118343,118979,120344,129564,118424,120346
1,32642,118170,118623,118047,135042,117887,118049
0,38205,31010,117912,117885,117913,117887,117888
1,79299,118170,125857,118172,118173,249618,118175
1,27714,118327,120559,118685,279443,308574,118687
1,34924,118327,118391,117905,240983,290919,117908
1,103427,118413,277693,118958,118959,118960,118961
1,4675,118343,123125,118259,117906,290919,118261
1,24016,118327,119995,118523,310608,118331,118525
1,18313,118300,118810,123082,197687,19793,123084
1,80507,118343,121747,117905,117906,290919,117908
0,23987,118300,118458,120344,310997,118424,120346
1,35792,118888,118889,118890,311441,118398,118892
0,45609,118225,119924,118321,118448,290919,118322
1,83509,118446,119961,132671,118260,290919,132673
1,33241,118300,124942,118321,240983,290919,118322
0,39333,118327,118391,118321,117906,290919,118322
1,42313,118343,120722,118784,121347,290919,118786
1,6016,118413,122007,118784,117906,290919,118786
1,4675,118446,16232,118321,117906,290919,118322
1,40467,118327,4674,118451,130134,118453,118454
1,80185,118343,120722,118784,117906,290919,118786
1,20351,118076,131868,119192,276422,119184,119194
1,41457,118350,122672,130857,125539,308574,130858
1,99989,118316,120361,117905,175154,290919,117908
1,34954,118327,118391,118321,117906,290919,118322
1,76860,125715,118910,118784,229339,290919,118786
0,43000,118150,117941,118568,281735,19721,118570
1,5112,118413,277693,118958,118959,118960,118961
1,23986,118343,119598,124576,124577,118424,124578
1,25320,118291,119837,120344,142386,118424,120346
1,80721,118300,120722,118321,117906,290919,118322
1,35625,118343,118856,118784,121926,290919,118786
1,44722,119256,118492,118451,125738,118453,118454
1,80085,118052,118867,122129,270992,121916,122131
1,74754,118343,118700,117905,240983,290919,117908
1,75815,118413,118414,118784,117906,290919,118786
1,44944,118052,120356,122067,237245,118424,122069
1,5410,118327,118391,118321,117906,290919,118322
1,34451,118026,119362,119363,307210,118667,119365
1,73165,118300,118514,118321,117906,290919,118322
1,35792,122974,122870,120097,159929,270488,120099
1,34808,119070,118042,118043,118043,270488,118046
1,79092,118327,120283,120647,135585,118398,120649
1,1019,117962,118501,117905,117906,290919,117908
1,28325,118343,119218,118321,117906,290919,118322
1,1937,117962,122224,117905,240983,290919,117908
1,41371,118080,117878,117879,120319,19721,117880
1,45237,118743,118008,117899,117897,19721,117900
1,40919,118463,118464,118777,156150,308574,118779
1,15740,118327,118391,118321,117906,290919,118322
1,39631,119281,118623,118995,136748,292795,118997
1,32270,118343,120126,119433,133686,118424,119435
1,20331,118327,4674,118784,174486,290919,118786
1,23181,117877,117878,117879,167135,19721,117880
1,31441,118343,118911,118912,309291,118424,118914
1,3853,118413,120526,118685,279443,308574,118687
1,42006,118291,121108,118293,118294,118295,118296
1,23701,118300,118514,118259,287351,290919,118261
0,14354,118011,117941,118568,133951,19721,118570
1,15064,118327,118507,118054,120238,117887,118055
1,77946,118076,117920,127389,127390,19721,127391
1,80313,118386,119954,118054,118054,117887,118055
1,7543,118343,118856,118321,117906,290919,118322
1,39487,118225,120050,118777,279443,308574,118779
1,4675,118327,118929,118321,117906,290919,118322
1,37951,118102,117878,117879,117879,19721,117880
1,34310,117952,118810,134067,305581,19793,134069
1,31441,118300,119890,118422,300136,118424,118425
1,32303,118170,118042,118043,129174,270488,118046
1,31642,118413,120370,118784,117906,290919,118786
1,15714,118178,118940,259173,182013,292795,118943
1,37734,117976,117941,117879,117886,19721,117880
1,28294,118052,120356,120357,310997,118424,120359
1,33194,118225,122273,118321,118448,290919,118322
1,18418,119597,118597,120789,194103,118424,120791
1,80164,117962,122215,117905,117906,290919,117908
1,75078,118026,118027,119004,131206,119006,119007
1,74478,118225,120535,179731,137925,117887,117973
1,75834,118446,118514,117905,128804,290919,117908
1,75078,123330,121014,122967,253526,119695,122969
1,75834,118386,118404,119351,257510,3130,119353
1,41698,125715,121176,118321,117906,290919,118322
0,44729,118052,118992,118321,117906,290919,118322
1,3853,118343,119598,120006,304736,118424,120008
1,38753,118300,127849,127850,311360,118424,127851
1,29304,118091,117941,117885,117913,117887,117888
1,78240,118300,123472,117905,117906,290919,117908
1,16636,118413,120370,118784,118785,290919,118786
1,4675,118300,124725,118361,149305,118363,118364
1,26437,117894,117895,117896,117897,117887,117898
1,4675,118386,118692,117905,240983,290919,117908
1,73561,118343,122012,118321,240983,290919,118322
1,78227,118413,121639,118321,117906,290919,118322
0,102702,118225,124449,307024,311622,118331,118332
1,34591,118300,123472,118259,118260,290919,118261
1,25731,118300,118360,118361,118362,118363,118364
1,4675,118225,118403,117905,117906,290919,117908
1,28568,119403,117895,117896,117913,117887,117898
1,117523,118343,142038,118321,117906,290919,118322
1,96500,117962,118352,120690,117906,290919,120692
1,40669,118300,118395,118890,305057,118398,118892
1,78167,118052,120304,123045,123107,120518,123047
1,75901,118542,117945,128903,126800,292795,128905
1,34425,118446,118684,117905,117906,290919,117908
1,16933,118225,120323,122849,122849,119095,122850
1,20293,118124,119569,179731,288579,117887,117973
1,36207,120862,118320,118321,117906,290919,118322
1,23728,118225,118403,117905,117906,290919,117908
1,28149,118026,118202,118318,184148,118205,118319
1,80381,117903,277693,120773,118959,118960,120774
1,42972,118052,119243,118054,118443,117887,118055
1,20294,118011,117941,117885,117913,117887,117888
1,91804,118386,123844,118784,121926,290919,118786
1,6977,118343,118514,118321,117906,290919,118322
1,14570,118107,117884,117879,117886,19721,117880
1,42081,118052,119742,118321,117906,290919,118322
0,33238,117903,118507,118028,118368,117887,118030
1,79092,118413,120370,118777,279443,308574,118779
1,14854,118300,123719,118321,117906,290919,118322
1,17849,118213,122215,125793,153681,118643,125795
1,45059,118300,124942,117905,117906,290919,117908
1,74115,118327,120171,118890,126488,118398,118892
1,107191,118300,118783,118321,117906,290919,118322
1,80144,118300,120410,118321,240983,290919,118322
1,31992,118225,118403,128230,302830,4673,128231
1,29688,118343,119218,118321,117906,290919,118322
1,75901,118300,118631,135809,176829,118331,135811
1,79121,118343,118833,118834,309123,118424,118836
1,16764,118026,118450,118641,123881,118643,118644
1,80348,118386,120361,117905,117906,290919,117908
1,17249,118300,119984,118890,125128,118398,118892
1,80230,118413,120584,120773,118959,118960,120774
0,42093,117969,118560,118811,127691,19793,118813
1,28149,118463,123089,118784,121926,290919,118786
1,1020,118343,123125,118054,295130,117887,118055
0,37971,117994,117895,117885,117913,117887,117888
1,698,118413,277693,117905,117906,290919,117908
1,79926,118343,118437,117905,117906,290919,117908
1,20231,119281,117945,280788,280788,292795,119082
1,25898,118413,122007,118784,117906,290919,118786
1,25570,118300,118514,118777,279443,308574,118779
1,31740,118300,124725,117905,117906,290919,117908
1,41334,118463,123089,118278,292726,290919,118279
1,37969,118225,120323,122849,120324,119095,122850
1,15064,118300,120312,118054,137017,117887,118055
1,52364,117962,119223,118641,306399,118643,118644
1,75078,118052,120096,118321,117906,290919,118322
1,39329,118026,118746,118451,126309,118453,118454
1,31232,117984,117878,118568,120877,19721,118570
1,76844,118225,120663,122297,120664,118331,118899
1,31859,118220,117941,127700,268194,19721,127702
1,32270,117911,117941,117885,117913,117887,117888
1,59086,118327,118933,118451,130134,118453,118454
1,14354,118107,117884,117879,121445,19721,117880
1,42093,118446,119064,118685,279443,308574,118687
1,33054,118300,118301,120006,259215,118424,120008
0,23497,118413,120370,118321,117906,290919,118322
1,17098,118343,119796,118530,278014,118131,118532
1,45862,117933,117878,117879,117879,19721,117880
1,43952,118446,119961,118259,118260,290919,118261
1,19723,117976,131868,128093,128093,119184,128095
1,15716,118041,117945,280788,280788,292795,119082
1,34287,118300,118514,126184,128532,118762,126186
1,37737,117919,117912,117879,121445,19721,117880
1,7543,118413,118481,118321,117906,290919,118322
1,79121,118596,118447,307024,311622,118331,118332
1,17308,118446,118684,127108,235721,118667,127110
1,79092,117962,5488,120988,152777,118643,120989
1,77955,118026,118202,117905,117906,290919,117908
1,33423,118446,118701,118702,150344,118704,118705
1,25241,118327,118320,118536,258368,308574,118539
1,4675,118343,122012,117905,117906,290919,117908
1,37734,118091,119424,179731,118017,117887,117973
1,3853,118300,118514,118685,132642,308574,118687
1,86321,118052,118910,118321,117906,290919,118322
1,81320,125715,118910,117905,117906,290919,117908
1,18418,118726,119076,120789,124626,118424,120791
1,14662,118102,117878,134118,211100,119788,134120
1,27755,118007,117941,117879,117897,19721,117880
1,44914,118413,120584,128230,302830,4673,128231
1,41334,118463,123089,119849,122058,118638,119851
1,37094,118386,118387,117905,117906,290919,117908
1,80813,118300,121176,118321,117906,290919,118322
1,7543,118225,118403,118321,117906,290919,118322
0,710,117962,122215,121594,302830,4673,121596
1,25305,118386,128516,126820,132015,118638,126822
1,39633,118446,118447,118321,117906,290919,118322
1,39342,118446,118447,118321,118448,290919,118322
1,75834,118446,120317,208126,133698,124487,208127
1,45117,118213,120823,118396,269406,118398,118399
1,38704,118580,117895,117896,117897,117887,117898
1,43952,118052,119972,122551,159682,118762,122552
1,43683,118102,117878,117879,117879,19721,117880
1,13878,118150,117941,118568,281735,19721,118570
1,41399,119403,117895,117896,117913,117887,117898
1,78919,118386,119954,118054,118054,117887,118055
1,25098,118327,121645,122269,122270,118643,122271
1,36050,118386,125016,118451,126309,118453,118454
1,74979,118080,117878,118370,118371,118372,118373
1,20364,119091,123125,134095,300136,118474,118475
1,7543,118343,118856,117905,172635,290919,117908
1,35531,118343,118833,118321,290878,290919,118322
1,31996,118225,118403,118321,117906,290919,118322
1,20312,118220,117941,127700,125168,19721,127702
1,43629,118386,118896,118636,126747,118638,118639
1,79092,119597,124133,120344,282594,118424,120346
1,37445,117962,119223,125793,139296,118643,125795
1,33642,118076,117941,118568,201906,19721,118570
1,15022,118386,118746,117905,117906,290919,117908
1,4675,118300,118514,118321,240983,290919,118322
1,4675,118413,119968,118784,117906,290919,118786
1,25416,117940,117941,117879,117886,19721,117880
1,20294,118011,118599,179731,199148,117887,117973
1,2235,118225,118450,119192,119193,119184,119194
1,16347,118052,120096,117905,117906,290919,117908
0,71972,117962,118501,118784,124402,290919,118786
1,73228,118327,118507,118863,122008,118398,118865
1,4675,118343,121747,118777,279443,308574,118779
1,31183,117962,132480,122129,144329,121916,122131
1,43807,118225,119924,117905,117906,290919,117908
1,28479,119171,118522,129229,200658,119788,129231
1,74639,118052,120671,120418,232183,249618,120419
1,4675,118343,119796,118685,120316,308574,118687
1,6977,117903,124948,117905,117906,290919,117908
1,75078,118026,118746,118278,118260,290919,118279
